FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key
82601,82601,Valle d'Aosta,Italy,26/05/2020 02:32,45.73750286,7.320149366,1179,143,1003,33,Valle d'Aosta
82601,82601,Valparaiso,Chile,26/05/2020 02:32,-33.0472,-71.6127,2305,53,0,2252,Valparaiso
82601,82601,Veneto,Italy,26/05/2020 02:32,45.43490485,12.33845213,19097,1878,14641,2578,Veneto
82601,82601,Veracruz,Mexico,26/05/2020 02:32,19.1738,-96.1342,2944,372,1972,600,Veracruz
82601,82601,Victoria,Australia,26/05/2020 02:32,-37.8136,144.9631,1610,19,1533,58,Victoria
82601,82601,Western Australia,Australia,26/05/2020 02:32,-31.9505,115.8605,564,9,549,6,Western Australia
82601,82601,Xinjiang,China,26/05/2020 02:32,41.1129,85.2401,76,3,73,0,Xinjiang
82601,82601,Yucatan,Mexico,26/05/2020 02:32,20.7099,-89.0943,1522,123,1009,390,Yucatan
82601,82601,Yukon,Canada,26/05/2020 02:32,64.2823,-135.0,11,0,11,0,Yukon
82601,82601,Yunnan,China,26/05/2020 02:32,24.974,101.487,185,2,183,0,Yunnan
82601,82601,Zacatecas,Mexico,26/05/2020 02:32,22.7709,-102.5832,243,28,161,54,Zacatecas
82601,82601,Zhejiang,China,26/05/2020 02:32,29.1832,120.0934,1268,1,1267,0,Zhejiang
82601,82601,,Afghanistan,26/05/2020 02:32,33.93911,67.709953,11180,223,1097,9860,Afghanistan
82601,82601,,Albania,26/05/2020 02:32,41.1533,20.1683,1004,32,795,177,Albania
82601,82601,,Algeria,26/05/2020 02:32,28.0339,1.6596,8503,609,4747,3147,Algeria
82601,82601,,Andorra,26/05/2020 02:32,42.5063,1.5218,763,51,663,49,Andorra
82601,82601,,Angola,26/05/2020 02:32,-11.2027,17.8739,70,4,18,48,Angola
82601,82601,,Antigua and Barbuda,26/05/2020 02:32,17.0608,-61.7964,25,3,19,3,Antigua and Barbuda
82601,82601,,Argentina,26/05/2020 02:32,-38.4161,-63.6167,12628,467,3999,8162,Argentina
82601,82601,,Armenia,26/05/2020 02:32,40.0691,45.0382,7113,87,3145,3881,Armenia
82601,82601,,Austria,26/05/2020 02:32,47.5162,14.5501,16421,729,15138,760,Austria
82601,82601,,Azerbaijan,26/05/2020 02:32,40.1431,47.5769,4271,51,2741,1479,Azerbaijan
82601,82601,,Bahamas,26/05/2020 02:32,25.025885,-78.035889,100,11,46,43,Bahamas
82601,82601,,Bahrain,26/05/2020 02:32,26.0275,50.55,9171,14,4753,4404,Bahrain
82601,82601,,Bangladesh,26/05/2020 02:32,23.685,90.3563,35585,501,7334,27750,Bangladesh
82601,82601,,Barbados,26/05/2020 02:32,13.1939,-59.5432,92,7,71,14,Barbados
82601,82601,,Belarus,26/05/2020 02:32,53.7098,27.9534,37144,204,14449,22491,Belarus
82601,82601,,Belgium,26/05/2020 02:32,50.8333,4.469936,57342,9312,15297,32733,Belgium
82601,82601,,Belize,26/05/2020 02:32,13.1939,-59.5432,18,2,16,0,Belize
82601,82601,,Benin,26/05/2020 02:32,9.3077,2.3158,191,3,84,104,Benin
82601,82601,,Bhutan,26/05/2020 02:32,27.5142,90.4336,27,0,6,21,Bhutan
82601,82601,,Bolivia,26/05/2020 02:32,-16.2902,-63.5887,6660,261,647,5752,Bolivia
82601,82601,,Bosnia and Herzegovina,26/05/2020 02:32,43.9159,17.6791,2406,146,1696,564,Bosnia and Herzegovina
82601,82601,,Botswana,26/05/2020 02:32,-22.3285,24.6849,35,1,19,15,Botswana
82601,82601,,Brunei,26/05/2020 02:32,4.5353,114.7277,141,1,137,3,Brunei
82601,82601,,Bulgaria,26/05/2020 02:32,42.7339,25.4858,2433,130,862,1441,Bulgaria
82601,82601,,Burkina Faso,26/05/2020 02:32,12.2383,-1.5616,832,52,672,108,Burkina Faso
82601,82601,,Burma,26/05/2020 02:32,21.9162,95.956,203,6,123,74,Burma
82601,82601,,Burundi,26/05/2020 02:32,-3.3731,29.9189,42,1,20,21,Burundi
82601,82601,,Cabo Verde,26/05/2020 02:32,16.5388,-23.0418,390,3,155,232,Cabo Verde
82601,82601,,Cambodia,26/05/2020 02:32,11.55,104.9167,124,0,122,2,Cambodia
82601,82601,,Cameroon,26/05/2020 02:32,3.848,11.5021,4890,165,1865,2860,Cameroon
82601,82601,,Central African Republic,26/05/2020 02:32,6.6111,20.9394,652,1,22,629,Central African Republic
82601,82601,,Chad,26/05/2020 02:32,15.4542,18.7322,687,61,244,382,Chad
82601,82601,,Colombia,26/05/2020 02:32,4.5709,-74.2973,21981,750,5265,15966,Colombia
82601,82601,,Comoros,26/05/2020 02:32,-11.6455,43.3333,87,1,21,65,Comoros
82601,82601,,Congo (Brazzaville),26/05/2020 02:32,-0.228,15.8277,487,16,147,324,Congo (Brazzaville)
82601,82601,,Congo (Kinshasa),26/05/2020 02:32,-4.0383,21.7587,2297,67,337,1893,Congo (Kinshasa)
82601,82601,,Costa Rica,26/05/2020 02:32,9.7489,-83.7534,951,10,628,313,Costa Rica
82601,82601,,Cote d'Ivoire,26/05/2020 02:32,7.54,-5.5471,2423,30,1257,1136,Cote d'Ivoire
82601,82601,,Croatia,26/05/2020 02:32,45.1,15.2,2244,100,2035,109,Croatia
82601,82601,,Cuba,26/05/2020 02:32,21.521757,-77.78116700000002,1947,82,1704,161,Cuba
82601,82601,,Cyprus,26/05/2020 02:32,35.1264,33.4299,935,17,594,324,Cyprus
82601,82601,,Czechia,26/05/2020 02:32,49.8175,15.473,9002,317,6182,2503,Czechia
82601,82601,,Denmark,26/05/2020 02:32,56.2639,9.5018,11387,563,9964,860,Denmark
82601,82601,,Diamond Princess,26/05/2020 02:32,,,712,13,651,48,Diamond Princess
82601,82601,,Djibouti,26/05/2020 02:32,11.8251,42.5903,2468,14,1079,1375,Djibouti
82601,82601,,Dominica,26/05/2020 02:32,15.415,-61.371,16,0,16,0,Dominica
82601,82601,,Dominican Republic,26/05/2020 02:32,18.7357,-70.1627,15073,460,8285,6328,Dominican Republic
82601,82601,,Ecuador,26/05/2020 02:32,-1.8312,-78.1834,37355,3203,18003,16149,Ecuador
82601,82601,,Egypt,26/05/2020 02:32,26.820553000000004,30.802498,17967,783,4900,12284,Egypt
82601,82601,,El Salvador,26/05/2020 02:32,13.7942,-88.8965,1983,35,772,1176,El Salvador
82601,82601,,Equatorial Guinea,26/05/2020 02:32,1.6508,10.2679,1043,12,165,866,Equatorial Guinea
82601,82601,,Eritrea,26/05/2020 02:32,15.1794,39.7823,39,0,39,0,Eritrea
82601,82601,,Estonia,26/05/2020 02:32,58.5953,25.0136,1824,65,1538,221,Estonia
82601,82601,,Eswatini,26/05/2020 02:32,-26.5225,31.4659,256,2,158,96,Eswatini
82601,82601,,Ethiopia,26/05/2020 02:32,9.145,40.4897,655,5,159,491,Ethiopia
82601,82601,,Fiji,26/05/2020 02:32,-17.7134,178.065,18,0,15,3,Fiji
82601,82601,,Finland,26/05/2020 02:32,61.92411,25.748151,6823,303,5100,1191,Finland
82601,82601,,France,26/05/2020 02:32,46.2276,2.2137,181684,28408,63542,89734,France
82601,82601,,Gabon,26/05/2020 02:32,-0.8037,11.6094,2135,14,562,1559,Gabon
82601,82601,,Gambia,26/05/2020 02:32,13.4432,-15.3101,25,1,17,7,Gambia
82601,82601,,Georgia,26/05/2020 02:32,42.3154,43.3569,731,12,526,193,Georgia
82601,82601,,Ghana,26/05/2020 02:32,7.9465,-1.0232,6808,32,2070,4706,Ghana
82601,82601,,Greece,26/05/2020 02:32,39.0742,21.8243,2882,172,1374,1336,Greece
82601,82601,,Grenada,26/05/2020 02:32,12.1165,-61.679,23,0,18,5,Grenada
82601,82601,,Guatemala,26/05/2020 02:32,15.7835,-90.2308,3760,59,274,3427,Guatemala
82601,82601,,Guinea,26/05/2020 02:32,9.9456,-9.6966,3275,20,1673,1582,Guinea
82601,82601,,Guinea-Bissau,26/05/2020 02:32,11.8037,-15.1804,1178,7,42,1129,Guinea-Bissau
82601,82601,,Guyana,26/05/2020 02:32,4.860416000000002,-58.93018000000001,137,11,62,64,Guyana
82601,82601,,Haiti,26/05/2020 02:32,18.9712,-72.2852,865,26,22,817,Haiti
82601,82601,,Holy See,26/05/2020 02:32,41.9029,12.4534,12,0,2,10,Holy See
82601,82601,,Honduras,26/05/2020 02:32,15.2,-86.2419,4189,182,473,3534,Honduras
82601,82601,,Hungary,26/05/2020 02:32,47.1625,19.5033,3756,491,1711,1554,Hungary
82601,82601,,Iceland,26/05/2020 02:32,64.9631,-19.0208,1804,10,1791,3,Iceland
82601,82601,,India,26/05/2020 02:32,20.593684,78.96288,144950,4172,60706,80072,India
82601,82601,,Indonesia,26/05/2020 02:32,-0.7893,113.9213,22750,1391,5642,15717,Indonesia
82601,82601,,Iran,26/05/2020 02:32,32.427908,53.68804599999999,137724,7451,107713,22560,Iran
82601,82601,,Iraq,26/05/2020 02:32,33.223191,43.679291,4632,163,2811,1658,Iraq
82601,82601,,Ireland,26/05/2020 02:32,53.1424,-7.6921,24698,1606,21060,2032,Ireland
82601,82601,,Israel,26/05/2020 02:32,31.046051,34.851612,16683,284,14252,2147,Israel
82601,82601,,Jamaica,26/05/2020 02:32,18.1096,-77.2975,556,9,238,309,Jamaica
82601,82601,,Japan,26/05/2020 02:32,36.204824,138.252924,16581,830,13612,2139,Japan
82601,82601,,Jordan,26/05/2020 02:32,31.24,36.51,711,9,479,223,Jordan
82601,82601,,Kazakhstan,26/05/2020 02:32,48.0196,66.9237,8969,35,4515,4419,Kazakhstan
82601,82601,,Kenya,26/05/2020 02:32,-0.0236,37.9062,1286,52,402,832,Kenya
82601,82601,,Korea, South,26/05/2020 02:32,35.90775700000001,127.766922,11225,269,10275,681
82601,82601,,Kosovo,26/05/2020 02:32,42.602636,20.902977,1038,30,791,217,Kosovo
82601,82601,,Kuwait,26/05/2020 02:32,29.31166,47.481766,21967,165,6621,15181,Kuwait
82601,82601,,Kyrgyzstan,26/05/2020 02:32,41.20438,74.766098,1433,16,992,425,Kyrgyzstan
82601,82601,,Laos,26/05/2020 02:32,19.85627,102.495496,19,0,14,5,Laos
82601,82601,,Latvia,26/05/2020 02:32,56.8796,24.6032,1049,22,712,315,Latvia
82601,82601,,Lebanon,26/05/2020 02:32,33.8547,35.8623,1119,26,688,405,Lebanon
82601,82601,,Lesotho,26/05/2020 02:32,-29.609988,28.233608,2,0,0,2,Lesotho
82601,82601,,Liberia,26/05/2020 02:32,6.4280550000000005,-9.429499,265,26,141,98,Liberia
82601,82601,,Libya,26/05/2020 02:32,26.3351,17.228331,75,3,40,32,Libya
82601,82601,,Liechtenstein,26/05/2020 02:32,47.14,9.55,83,1,55,27,Liechtenstein
82601,82601,,Lithuania,26/05/2020 02:32,55.1694,23.8813,1564,49,1241,338,Lithuania
82601,82601,,Luxembourg,26/05/2020 02:32,49.8153,6.1296,3993,110,3781,102,Luxembourg
82601,82601,,MS Zaandam,26/05/2020 02:32,,,9,2,0,7,MS Zaandam
82601,82601,,Madagascar,26/05/2020 02:32,-18.766947,46.869107,542,2,147,393,Madagascar
82601,82601,,Malawi,26/05/2020 02:32,-13.254307999999998,34.301525,101,4,33,64,Malawi
82601,82601,,Maldives,26/05/2020 02:32,3.2028,73.2207,1395,4,155,1236,Maldives
82601,82601,,Mali,26/05/2020 02:32,17.570692,-3.996166000000001,1059,67,604,388,Mali
82601,82601,,Malta,26/05/2020 02:32,35.9375,14.3754,611,6,485,120,Malta
82601,82601,,Mauritania,26/05/2020 02:32,21.0079,-10.9408,262,9,15,238,Mauritania
82601,82601,,Mauritius,26/05/2020 02:32,-20.348404,57.552152,334,10,322,2,Mauritius
82601,82601,,Moldova,26/05/2020 02:32,47.4116,28.3699,7147,261,3802,3084,Moldova
82601,82601,,Monaco,26/05/2020 02:32,43.7333,7.4167,98,4,90,4,Monaco
82601,82601,,Mongolia,26/05/2020 02:32,46.8625,103.8467,141,0,33,108,Mongolia
82601,82601,,Montenegro,26/05/2020 02:32,42.708678000000006,19.37439,324,9,315,0,Montenegro
82601,82601,,Morocco,26/05/2020 02:32,31.7917,-7.0926,7532,200,4774,2558,Morocco
82601,82601,,Mozambique,26/05/2020 02:32,-18.665695,35.529562,209,1,71,137,Mozambique
82601,82601,,Namibia,26/05/2020 02:32,-22.9576,18.4904,21,0,14,7,Namibia
82601,82601,,Nepal,26/05/2020 02:32,28.1667,84.25,682,4,112,566,Nepal
82601,82601,,Netherlands,26/05/2020 02:32,52.1326,5.2913,45445,5830,0,39615,Netherlands
82601,82601,,New Zealand,26/05/2020 02:32,-40.9006,174.886,1504,23,1461,22,New Zealand
82601,82601,,Nicaragua,26/05/2020 02:32,12.865416,-85.207229,279,17,199,63,Nicaragua
82601,82601,,Niger,26/05/2020 02:32,17.607789,8.081666,951,62,786,103,Niger
82601,82601,,Nigeria,26/05/2020 02:32,9.082,8.6753,8068,233,2311,5524,Nigeria
82601,82601,,North Macedonia,26/05/2020 02:32,41.6086,21.7453,1999,113,1439,447,North Macedonia
82601,82601,,Norway,26/05/2020 02:32,60.472,8.4689,8364,235,7727,402,Norway
82601,82601,,Oman,26/05/2020 02:32,21.512583,55.92325500000001,7770,37,1933,5800,Oman
82601,82601,,Pakistan,26/05/2020 02:32,30.3753,69.3451,56349,1167,17482,37700,Pakistan
82601,82601,,Panama,26/05/2020 02:32,8.538,-80.7821,11183,310,6279,4594,Panama
82601,82601,,Papua New Guinea,26/05/2020 02:32,-6.314993,143.95555,8,0,8,0,Papua New Guinea
82601,82601,,Paraguay,26/05/2020 02:32,-23.4425,-58.4438,865,11,344,510,Paraguay
82601,82601,,Peru,26/05/2020 02:32,-9.19,-75.0152,123979,17216,50949,55814,Peru
82601,82601,,Philippines,26/05/2020 02:32,12.879721,121.774017,14319,873,3323,10123,Philippines
82601,82601,,Poland,26/05/2020 02:32,51.9194,19.1451,21631,1007,9276,11348,Poland
82601,82601,,Portugal,26/05/2020 02:32,39.3999,-8.2245,30788,1330,17822,11636,Portugal
82601,82601,,Qatar,26/05/2020 02:32,25.3548,51.1839,45465,26,10363,35076,Qatar
82601,82601,,Romania,26/05/2020 02:32,45.9432,24.9668,18283,1205,11630,5448,Romania
82601,82601,,Russia,26/05/2020 02:32,61.52401,105.318756,353427,3633,118798,230996,Russia
82601,82601,,Rwanda,26/05/2020 02:32,-1.9403,29.8739,336,0,238,98,Rwanda
82601,82601,,Saint Kitts and Nevis,26/05/2020 02:32,17.357822,-62.782998,15,0,15,0,Saint Kitts and Nevis
82601,82601,,Saint Lucia,26/05/2020 02:32,13.9094,-60.9789,18,0,18,0,Saint Lucia
82601,82601,,Saint Vincent and the Grenadines,26/05/2020 02:32,12.9843,-61.2872,18,0,14,4,Saint Vincent and the Grenadines
82601,82601,,Samoa,26/05/2020 02:32,-13.759,-172.1046,0,0,0,0,Samoa
82601,82601,,San Marino,26/05/2020 02:32,43.9424,12.4578,672,42,270,360,San Marino
82601,82601,,Sao Tome and Principe,26/05/2020 02:32,0.18636,6.613081,299,11,4,284,Sao Tome and Principe
82601,82601,,Saudi Arabia,26/05/2020 02:32,23.885942,45.079162,74795,399,45668,28728,Saudi Arabia
82601,82601,,Senegal,26/05/2020 02:32,14.4974,-14.4524,3130,35,1515,1580,Senegal
82601,82601,,Serbia,26/05/2020 02:32,44.0165,21.0059,11193,239,5920,5034,Serbia
82601,82601,,Seychelles,26/05/2020 02:32,-4.6796,55.492,11,0,11,0,Seychelles
82601,82601,,Sierra Leone,26/05/2020 02:32,8.460555000000001,-11.779889,735,42,293,400,Sierra Leone
82601,82601,,Singapore,26/05/2020 02:32,1.2833,103.8333,31960,23,15738,16199,Singapore
82601,82601,,Slovakia,26/05/2020 02:32,48.669,19.699,1511,28,1307,176,Slovakia
82601,82601,,Slovenia,26/05/2020 02:32,46.1512,14.9955,1469,107,1346,16,Slovenia
82601,82601,,Somalia,26/05/2020 02:32,5.152149,46.199616,1689,66,235,1388,Somalia
82601,82601,,South Africa,26/05/2020 02:32,-30.5595,22.9375,23615,481,11917,11217,South Africa
82601,82601,,South Sudan,26/05/2020 02:32,6.877000000000002,31.307,806,8,6,792,South Sudan
82601,82601,,Sri Lanka,26/05/2020 02:32,7.873054,80.77179699999998,1182,10,695,477,Sri Lanka
82601,82601,,Sudan,26/05/2020 02:32,12.8628,30.2176,3826,170,503,3153,Sudan
82601,82601,,Suriname,26/05/2020 02:32,3.9193,-56.0278,11,1,9,1,Suriname
82601,82601,,Sweden,26/05/2020 02:32,60.128161,18.643501,33843,4029,4971,24843,Sweden
82601,82601,,Switzerland,26/05/2020 02:32,46.8182,8.2275,30746,1793,28200,753,Switzerland
82601,82601,,Syria,26/05/2020 02:32,34.802075,38.99681500000001,106,4,41,61,Syria
82601,82601,,Taiwan*,26/05/2020 02:32,23.7,121.0,441,7,415,19,Taiwan*
82601,82601,,Tajikistan,26/05/2020 02:32,38.861034,71.276093,2929,46,1395,1488,Tajikistan
82601,82601,,Tanzania,26/05/2020 02:32,-6.369028,34.888822,509,21,183,305,Tanzania
82601,82601,,Thailand,26/05/2020 02:32,15.870032,100.992541,3042,57,2928,57,Thailand
82601,82601,,Timor-Leste,26/05/2020 02:32,-8.874217,125.727539,24,0,24,0,Timor-Leste
82601,82601,,Togo,26/05/2020 02:32,8.6195,0.8248,386,13,161,212,Togo
82601,82601,,Trinidad and Tobago,26/05/2020 02:32,10.6918,-61.2225,116,8,108,0,Trinidad and Tobago
82601,82601,,Tunisia,26/05/2020 02:32,33.886917,9.537499,1051,48,919,84,Tunisia
82601,82601,,Turkey,26/05/2020 02:32,38.9637,35.2433,157814,4369,120015,33430,Turkey
82601,82601,,Uganda,26/05/2020 02:32,1.373333,32.290275,222,0,69,153,Uganda
82601,82601,,Ukraine,26/05/2020 02:32,48.3794,31.1656,21245,623,7234,13388,Ukraine
82601,82601,,United Arab Emirates,26/05/2020 02:32,23.424076,53.847818,30307,248,15657,14402,United Arab Emirates
82601,82601,Unknown,United Kingdom,26/05/2020 02:32,55.3781,-3.436,261184,68,0,224270,United Kingdom
82601,82601,,Uruguay,26/05/2020 02:32,-32.5228,-55.7658,787,22,629,136,Uruguay
82601,82601,,Uzbekistan,26/05/2020 02:32,41.377491,64.585262,3189,13,2607,569,Uzbekistan
82601,82601,,Venezuela,26/05/2020 02:32,6.4238,-66.5897,1177,10,302,865,Venezuela
82601,82601,,Vietnam,26/05/2020 02:32,14.058324,108.277199,326,0,272,54,Vietnam
82601,82601,,West Bank and Gaza,26/05/2020 02:32,31.9522,35.2332,423,3,357,63,West Bank and Gaza
82601,82601,,Yemen,26/05/2020 02:32,15.552727,48.516388,233,44,10,179,Yemen
82601,82601,,Zambia,26/05/2020 02:32,-13.133897,27.849332,920,7,336,577,Zambia
82601,82601,,Zimbabwe,26/05/2020 02:32,-19.015438,29.154857,56,4,25,27,Zimbabwe
82601,82601,Unknown,China,26/05/2020 02:32,,,3258,0,0,0,Unknown
82601,82601,,Kiribati,26/05/2020 02:32,-3.3704,-168.734,0,0,0,0,Kiribati
82601,82601,,Palau,26/05/2020 02:32,7.515,134.5825,0,0,0,0,Palau
82601,82601,Cook Islands,New Zealand,26/05/2020 02:32,-21.2367,-159.7777,0,0,0,0,Cook Islands
82601,82601,,Summer Olympics 2020,26/05/2020 02:32,35.6491,139.7737,0,0,0,0,Summer Olympics 2020
82601,82601,Johor,Malaysia,26/05/2020 02:32,1.4854,103.7618,674,18,559,97,Johor
82601,82601,Kedah,Malaysia,26/05/2020 02:32,6.1184,100.3685,96,1,89,6,Kedah
82601,82601,Kelantan,Malaysia,26/05/2020 02:32,6.1254,102.2381,156,3,147,6,Kelantan
82601,82601,Melaka,Malaysia,26/05/2020 02:32,2.1896,102.2501,211,6,186,19,Melaka
82601,82601,Negeri Sembilan,Malaysia,26/05/2020 02:32,2.7258,101.9424,793,8,647,138,Negeri Sembilan
82601,82601,Pahang,Malaysia,26/05/2020 02:32,3.8126,103.3256,347,7,283,57,Pahang
82601,82601,Perak,Malaysia,26/05/2020 02:32,4.5921,101.0901,254,6,244,4,Perak
82601,82601,Perlis,Malaysia,26/05/2020 02:32,6.4449,100.2048,18,2,16,0,Perlis
82601,82601,Pulau Pinang,Malaysia,26/05/2020 02:32,5.4141,100.3288,120,1,117,2,Pulau Pinang
82601,82601,Sabah,Malaysia,26/05/2020 02:32,5.9788,116.0753,344,5,295,44,Sabah
82601,82601,Sarawak,Malaysia,26/05/2020 02:32,1.5533,110.3592,549,17,478,54,Sarawak
82601,82601,Selangor,Malaysia,26/05/2020 02:32,3.0738,101.5183,1830,22,1416,392,Selangor
82601,82601,Terengganu,Malaysia,26/05/2020 02:32,5.3117,103.1324,113,1,110,2,Terengganu
82601,82601,W.P. Kuala Lumpur,Malaysia,26/05/2020 02:32,3.139,101.6869,1803,17,1292,494,W.P. Kuala Lumpur
82601,82601,W.P. Labuan,Malaysia,26/05/2020 02:32,5.2831,115.2308,16,0,16,0,W.P. Labuan
82601,82601,W.P. Putrajaya,Malaysia,26/05/2020 02:32,2.9264,101.6964,93,1,83,9,W.P. Putrajaya
82601,82601,Unknown,Malaysia,26/05/2020 02:32,,,0,0,0,0,Unknown
82601,82601,,Tonga,26/05/2020 02:32,-21.179,-175.1982,0,0,0,0,Tonga
82601,82601,,Winter Olympics 2022,26/05/2020 02:32,39.9042,116.4074,0,0,0,0,Winter Olympics 2022
82601,82601,,Antarctica,26/05/2020 02:32,-71.9499,23.347,0,0,0,0,Antarctica
82601,82601,Jersey,United Kingdom,26/05/2020 02:32,49.2138,-2.1358,302,29,0,0,Jersey
82601,82601,Guernsey,United Kingdom,26/05/2020 02:32,49.448196,-2.58949,252,16,0,0,Guernsey
82601,82601,,Korea, North,26/05/2020 02:32,40.3399,127.5101,0,0,0,0
82601,82601,Unknown,Ukraine,26/05/2020 02:32,,,0,0,0,0,Unknown
82601,82601,England,United Kingdom,26/05/2020 02:32,52.3555,-1.1743,0,44055,0,0,England
82601,82601,Northern Ireland,United Kingdom,26/05/2020 02:32,54.7877,-6.4923,0,746,0,0,Northern Ireland
82601,82601,Scotland,United Kingdom,26/05/2020 02:32,56.4907,-4.2026,0,3871,0,0,Scotland
82601,82601,Wales,United Kingdom,26/05/2020 02:32,52.1307,-3.7837,0,2209,0,0,Wales
82601,82601,,Nauru,26/05/2020 02:32,-0.5228,166.9315,0,0,0,0,Nauru
82601,82601,Niue,New Zealand,26/05/2020 02:32,-19.0544,-169.8672,0,0,0,0,Niue
82601,82601,,Tuvalu,26/05/2020 02:32,-7.1095,177.6493,0,0,0,0,Tuvalu
82601,82601,Pitcairn Islands,United Kingdom,26/05/2020 02:32,-24.3768,-128.3242,0,0,0,0,Pitcairn Islands
